run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias
SRR6765800	Illumina MiSeq sequencing: DNA-seq of S. pneumoniae D-PEP22: second revertant	SAMN08583783		SRA661503					RANDOM						2018-02-24							242809123				Robin Sorg				21997271;136104908;146428341	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR676/000/SRR6765800											ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/000/SRR6765800/SRR6765800.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/000/SRR6765800/SRR6765800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/000/SRR6765800/SRR6765800_2.fastq.gz							Netherlands	Pathogen.cl	S. pneumoniae D39 cells containing constitutive P2-driven luc expression, revertant of second heteroresistant strain	ftp.sra.ebi.ac.uk/vol1/srr/SRR676/000/SRR6765800		ce8c761fce63e6df304cfaaea5024fc0;8ebab2225a7d2737f9de0986b4733be5;c8edb6b992ee467efd4ffdf5e1273a61	SRP133350		980799	Microscale insights into pneumococcal antibiotic mutant selection windows						2014-01-01		Revertant2					Illumina MiSeq							Illumina MiSeq sequencing: DNA-seq of S. pneumoniae D-PEP22: second revertant				9606			6d39f96eee70a0ad4dca49e145453859		ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/000/SRR6765800/SRR6765800.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/000/SRR6765800/SRR6765800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/000/SRR6765800/SRR6765800_2.fastq.gz					421707081	WGS				53.2194 N 6.5665 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR676/000/SRR6765800		SINGLE										dcc_compare			53.2194 N 6.5665 E									public		6.5665	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/000/SRR6765800/SRR6765800.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/000/SRR6765800/SRR6765800_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/000/SRR6765800/SRR6765800_2.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1313			R2_t		2014-01-01			R2_t.fastq						2014-01-01	R2		SUB3719666				Homo sapiens	R2	env_geo:terrestrial;pathogen;pathogen:bacterium;pathogen:priority	2018-02-24	53.2194	D-PEP22-R2	SRX3736999	Streptococcus pneumoniae		1313	PRJNA435670						Homo sapiens		SRR6765800	SRS2993862					53.2194 N 6.5665 E						2018-02-24		PRJNA435670						Laboratory
SRR6765801	Illumina MiSeq sequencing: DNA-seq of S. pneumoniae D-PEP22: third revertant	SAMN08583784		SRA661503					RANDOM						2018-02-24							282613080				Robin Sorg				9563281;170074121;177785368	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR676/001/SRR6765801											ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/001/SRR6765801/SRR6765801.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/001/SRR6765801/SRR6765801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/001/SRR6765801/SRR6765801_2.fastq.gz							Netherlands	Pathogen.cl	S. pneumoniae D39 cells containing constitutive P2-driven luc expression, revertant of third heteroresistant strain	ftp.sra.ebi.ac.uk/vol1/srr/SRR676/001/SRR6765801		a2024bccf25d1f228c0cad4b45589325;a577f9c540c0383145f5e7f67fe49b9d;8447897e43f962bba9fa533b0786e98e	SRP133350		1115195	Microscale insights into pneumococcal antibiotic mutant selection windows						2014-01-01		Revertant3					Illumina MiSeq							Illumina MiSeq sequencing: DNA-seq of S. pneumoniae D-PEP22: third revertant				9606			3ab74aef3f99307f2e87458e3aa7ca13		ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/001/SRR6765801/SRR6765801.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/001/SRR6765801/SRR6765801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/001/SRR6765801/SRR6765801_2.fastq.gz					516532807	WGS				53.2194 N 6.5665 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR676/001/SRR6765801		SINGLE										dcc_compare			53.2194 N 6.5665 E									public		6.5665	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/001/SRR6765801/SRR6765801.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/001/SRR6765801/SRR6765801_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/001/SRR6765801/SRR6765801_2.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1313			R3_t		2014-01-01			R3_t.fastq						2014-01-01	R3		SUB3719666				Homo sapiens	R3	env_geo:terrestrial;pathogen;pathogen:bacterium;pathogen:priority	2018-02-24	53.2194	D-PEP22-R3	SRX3736998	Streptococcus pneumoniae		1313	PRJNA435670						Homo sapiens		SRR6765801	SRS2993861					53.2194 N 6.5665 E						2018-02-24		PRJNA435670						Laboratory
SRR6765802	Illumina MiSeq sequencing: DNA-seq of S. pneumoniae D-PEP22: sixth heteroresister	SAMN08583781		SRA661503					RANDOM						2018-02-24							301283169				Robin Sorg				10798573;179894344;190040171	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR676/002/SRR6765802											ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/002/SRR6765802/SRR6765802.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/002/SRR6765802/SRR6765802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/002/SRR6765802/SRR6765802_2.fastq.gz							Netherlands	Pathogen.cl	S. pneumoniae D39 cells containing constitutive P2-driven luc expression, sixth strain to display a heteroresister phenotype on plates with 1.5 g ml 1 cephalexin	ftp.sra.ebi.ac.uk/vol1/srr/SRR676/002/SRR6765802		829b3305872b564d7abdcbbcbfa86496;01f13f8d78f3f6262b75401445383a2b;9c5a90b7c0892158e373919c64e525dd	SRP133350		1187444	Microscale insights into pneumococcal antibiotic mutant selection windows						2014-01-01		Heteroresister6					Illumina MiSeq							Illumina MiSeq sequencing: DNA-seq of S. pneumoniae D-PEP22: sixth heteroresister				9606			ba52ee530df2fe11c95bad5b11d04ef8		ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/002/SRR6765802/SRR6765802.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/002/SRR6765802/SRR6765802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/002/SRR6765802/SRR6765802_2.fastq.gz					548146029	WGS				53.2194 N 6.5665 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR676/002/SRR6765802		SINGLE										dcc_compare			53.2194 N 6.5665 E									public		6.5665	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/002/SRR6765802/SRR6765802.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/002/SRR6765802/SRR6765802_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/002/SRR6765802/SRR6765802_2.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1313			H6_t		2014-01-01			H6_t.fastq						2014-01-01	H6		SUB3719666				Homo sapiens	H6	env_geo:terrestrial;pathogen;pathogen:bacterium;pathogen:priority	2018-02-24	53.2194	D-PEP22-H6	SRX3736997	Streptococcus pneumoniae		1313	PRJNA435670						Homo sapiens		SRR6765802	SRS2993859					53.2194 N 6.5665 E						2018-02-24		PRJNA435670						Laboratory
SRR6765803	Illumina MiSeq sequencing: DNA-seq of S. pneumoniae D-PEP22: fourth heteroresister	SAMN08583779		SRA661503					RANDOM						2018-02-24							293527198				Robin Sorg				16430885;170268203;182902630	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR676/003/SRR6765803											ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/003/SRR6765803/SRR6765803.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/003/SRR6765803/SRR6765803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/003/SRR6765803/SRR6765803_2.fastq.gz							Netherlands	Pathogen.cl	S. pneumoniae D39 cells containing constitutive P2-driven luc expression, fourth strain to display a heteroresister phenotype on plates with 1.5 g ml 1 cephalexin	ftp.sra.ebi.ac.uk/vol1/srr/SRR676/003/SRR6765803		a6cd23acf0e60e2ed08451a48eca38f6;405a802d2d8dea45283c6caabdc46301;0fb82562b298d340c104c5fcd4b40b20	SRP133350		1162720	Microscale insights into pneumococcal antibiotic mutant selection windows						2014-01-01		Heteroresister4					Illumina MiSeq							Illumina MiSeq sequencing: DNA-seq of S. pneumoniae D-PEP22: fourth heteroresister				9606			d511db9bc729609541b6704d39c1197d		ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/003/SRR6765803/SRR6765803.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/003/SRR6765803/SRR6765803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR676/003/SRR6765803/SRR6765803_2.fastq.gz					521776148	WGS				53.2194 N 6.5665 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR676/003/SRR6765803		SINGLE										dcc_compare			53.2194 N 6.5665 E									public		6.5665	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/003/SRR6765803/SRR6765803.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/003/SRR6765803/SRR6765803_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR676/003/SRR6765803/SRR6765803_2.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1313			H4_t		2014-01-01			H4_t.fastq						2014-01-01	H4		SUB3719666				Homo sapiens	H4	env_geo:terrestrial;pathogen;pathogen:bacterium;pathogen:priority	2018-02-24	53.2194	D-PEP22-H4	SRX3736996	Streptococcus pneumoniae		1313	PRJNA435670						Homo sapiens		SRR6765803	SRS2993860					53.2194 N 6.5665 E						2018-02-24		PRJNA435670						Laboratory
SRR6903130	Illumina MiSeq sequencing	SAMN08800003	Salmonella enterica	SRA675319					RANDOM						2018-03-30							117536533				CDC			missing	68087660;79309440	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR690/000/SRR6903130											ftp.sra.ebi.ac.uk/vol1/fastq/SRR690/000/SRR6903130/SRR6903130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR690/000/SRR6903130/SRR6903130_2.fastq.gz							USA	Pathogen.cl	Salmonella enterica	ftp.sra.ebi.ac.uk/vol1/srr/SRR690/000/SRR6903130		006acc0bf6f000579a3f0847e1d4a919;aefc71595c5c55cfcecaa4a3e4107b45	SRP040281		448170	PulseNet Salmonella enterica Genome sequencing								Salmonella enterica					Illumina MiSeq							Illumina MiSeq sequencing							f5755f9df52bb284617a1639f64e496b		ftp.sra.ebi.ac.uk/vol1/fastq/SRR690/000/SRR6903130/SRR6903130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR690/000/SRR6903130/SRR6903130_2.fastq.gz					199835168	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR690/000/SRR6903130		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR690/000/SRR6903130/SRR6903130_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR690/000/SRR6903130/SRR6903130_2.fastq.gz	1;131567;2;1224;1236;91347;543;590;28901			SAMN08800003					PNUSAS037262:wgs				NexteraXT		missing	PNUSAS037262:wgs						missing	NexteraXT	pathogen;pathogen:bacterium	2018-03-30		PNUSAS037262	SRX3851923	Salmonella enterica		28901	PRJNA230403						missing		SRR6903130	SRS3096143											2018-03-30		PRJNA230403						missing
SRR6938527	Illumina HiSeq 2500 sequencing	SAMN08815278	Staphylococcus aureus	SRA676373					unspecified						2018-04-05							154931165				Public Health England Colindale			H123340190-394-2	107852143;108840957	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR693/007/SRR6938527											ftp.sra.ebi.ac.uk/vol1/fastq/SRR693/007/SRR6938527/SRR6938527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR693/007/SRR6938527/SRR6938527_2.fastq.gz							United Kingdom: London	Microbe, viral or environmental	Staphylococcus aureus whole genome sequencing	ftp.sra.ebi.ac.uk/vol1/srr/SRR693/007/SRR6938527		e0f6375e01bebce05e91918ea90106ec;e461463f774bb4ec635407c4042f5b47	SRP137089		1878209	Staphylococcus aureus Raw sequence reads						2014-12-31		Staphylococcus aureus whole genome sequencing					Illumina HiSeq 2500							Illumina HiSeq 2500 sequencing				9606			77a2434346a4883dbc20f3ecbcecb745		ftp.sra.ebi.ac.uk/vol1/fastq/SRR693/007/SRR6938527/SRR6938527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR693/007/SRR6938527/SRR6938527_2.fastq.gz					375641800	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR693/007/SRR6938527		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR693/007/SRR6938527/SRR6938527_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR693/007/SRR6938527/SRR6938527_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			SAMN08815278		2014-01-01			MMMOSRA:b56322b4-d06a-4954-b2c7-2d614fc02b0b				Genomic DNA from single colony pick		2014	MMMOSRA:b56322b4-d06a-4954-b2c7-2d614fc02b0b						Homo sapiens	NA	pathogen;pathogen:bacterium;pathogen:priority	2018-04-05			SRX3882842	Staphylococcus aureus		1280	PRJNA445516						Homo sapiens		SRR6938527	SRS3122230											2018-04-05		PRJNA445516						clinical sample
SRR6983026	Illumina MiSeq sequencing	SAMN08915396	Enterobacteriaceae	SRA686959					RANDOM						2018-04-18							362687665				CDC			missing	209172180;235735752	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR698/006/SRR6983026											ftp.sra.ebi.ac.uk/vol1/fastq/SRR698/006/SRR6983026/SRR6983026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR698/006/SRR6983026/SRR6983026_2.fastq.gz							USA	Pathogen.cl	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/srr/SRR698/006/SRR6983026		a4a6d589f51624e724f241d3310117bb;9f5aeee876f3035bfa5b878866c83cf8	SRP046387		1265868	PulseNet Escherichia coli and Shigella genome sequencing								Escherichia coli					Illumina MiSeq							Illumina MiSeq sequencing							be7eee9f862354e3890e6e0796f2e2c7		ftp.sra.ebi.ac.uk/vol1/fastq/SRR698/006/SRR6983026/SRR6983026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR698/006/SRR6983026/SRR6983026_2.fastq.gz					612676269	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR698/006/SRR6983026		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR698/006/SRR6983026/SRR6983026_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR698/006/SRR6983026/SRR6983026_2.fastq.gz	1;131567;2;1224;1236;91347;543;561;562			SAMN08915396					PNUSAE013070:wgs				NexteraXT		missing	PNUSAE013070:wgs						missing	NexteraXT	pathogen;pathogen:bacterium	2018-04-18		PNUSAE013070	SRX3923315	Escherichia coli		562	PRJNA218110						missing		SRR6983026	SRS3157804											2018-04-18		PRJNA218110						missing
SRR7292642	Illumina HiSeq 2500 sequencing	SAMN09396619	Salmonella	SRA719608					RANDOM						2018-06-13							182052932				PHE			335336	122464312;125441135	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR729/002/SRR7292642											ftp.sra.ebi.ac.uk/vol1/fastq/SRR729/002/SRR7292642/SRR7292642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR729/002/SRR7292642/SRR7292642_2.fastq.gz							United Kingdom: United Kingdom	Pathogen.env	Salmonella enterica enterica serovar Salmonella Typhimurium - monophasic 335336	ftp.sra.ebi.ac.uk/vol1/srr/SRR729/002/SRR7292642		d6edef0510e9ac7b5cdb1a76269a3ecc;91e0c044d52efc389810c5c7bd5d17e1	SRP042645		2175416	Public Health England - Salmonella						2017-01-31		Salmonella enterica enterica serovar Salmonella Typhimurium - monophasic 335336					Illumina HiSeq 2500							Illumina HiSeq 2500 sequencing				9606			8eef510100d31b5c2b83e2af8b556d0a		ftp.sra.ebi.ac.uk/vol1/fastq/SRR729/002/SRR7292642/SRR7292642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR729/002/SRR7292642/SRR7292642_2.fastq.gz					406039168	WGS		Salmonella Typhimurium - monophasic			GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR729/002/SRR7292642		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR729/002/SRR7292642/SRR7292642_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR729/002/SRR7292642/SRR7292642_2.fastq.gz	1;131567;2;1224;1236;91347;543;590;28901;59201			SAMN09396619		2017-01-01	enterica		335336				Illumina Nextera XT		2017-01	335336						Homo sapiens	455108	pathogen;pathogen:bacterium	2018-06-13		335336	SRX4195304	Salmonella enterica subsp. enterica		59201	PRJNA248792						Homo sapiens		SRR7292642	SRS3406107											2018-06-13		PRJNA248792						human
SRR7304262	Illumina Genome Analyzer IIx sequencing: WGS of Escherishia coli : Human	SAMN09405589	Escherichia coli	SRA721344					RANDOM						2018-09-19							138016179				University of Minnesota, Minneapolis, MN			463	83659209;84377359	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR730/002/SRR7304262											ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/002/SRR7304262/SRR7304262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/002/SRR7304262/SRR7304262_2.fastq.gz							USA	Pathogen.cl	Pathogen: clinical or host-associated sample from Escherichia coli	ftp.sra.ebi.ac.uk/vol1/srr/SRR730/002/SRR7304262		6a6edc7365dc4f6f7ea48b524525ab04;bc93284ee68336e179266e49220de237	SRP150422		944067	Accessory Traits and Phylogenetic Background Predict Escherichia coli Extraintestinal Virulence Better than Does Ecological Source						1998-12-31		Pathogen: clinical or host-associated sample from Escherichia coli					Illumina Genome Analyzer IIx							Illumina Genome Analyzer IIx sequencing: WGS of Escherishia coli : Human				9606			99d86a96b3e676eb52046aa72e4d5817		ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/002/SRR7304262/SRR7304262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/002/SRR7304262/SRR7304262_2.fastq.gz					182585035	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR730/002/SRR7304262		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR730/002/SRR7304262/SRR7304262_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR730/002/SRR7304262/SRR7304262_2.fastq.gz	1;131567;2;1224;1236;91347;543;561;562			463_FVEC_Fecal_ExPEC_Positive_A		1998-01-01			463_FVEC_Fecal_ExPEC_Positive_A_bcode_lane_R1_001.fastq.gz						1998	463_FVEC_Fecal_ExPEC_Positive_A		SUB3351868				Homo sapiens	463_FVEC_Fecal_ExPEC_Positive_A	pathogen;pathogen:bacterium	2018-09-19			SRX4206874	Escherichia coli		562	PRJNA475142						Homo sapiens		SRR7304262	SRS3413598											2018-09-19		PRJNA475142						feces
SRR7304368	Illumina Genome Analyzer IIx sequencing: WGS of Escherishia coli : Human	SAMN09405726	Escherichia coli	SRA721344					RANDOM						2018-09-19							310357967				University of Minnesota, Minneapolis, MN			740	189222646;190382683	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR730/008/SRR7304368											ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/008/SRR7304368/SRR7304368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/008/SRR7304368/SRR7304368_2.fastq.gz							USA	Pathogen.cl	Pathogen: clinical or host-associated sample from Escherichia coli	ftp.sra.ebi.ac.uk/vol1/srr/SRR730/008/SRR7304368		151a38f75d28f5a49586807c35681725;f575f15cfae2e6535982eec463125df7	SRP150422		2134226	Accessory Traits and Phylogenetic Background Predict Escherichia coli Extraintestinal Virulence Better than Does Ecological Source						1998-12-31		Pathogen: clinical or host-associated sample from Escherichia coli					Illumina Genome Analyzer IIx							Illumina Genome Analyzer IIx sequencing: WGS of Escherishia coli : Human				9606			fc8567b481cef8043453ecb33972c9fc		ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/008/SRR7304368/SRR7304368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/008/SRR7304368/SRR7304368_2.fastq.gz					415510272	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR730/008/SRR7304368		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR730/008/SRR7304368/SRR7304368_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR730/008/SRR7304368/SRR7304368_2.fastq.gz	1;131567;2;1224;1236;91347;543;561;562			740_FVEC_Fecal_ExPEC_Positive_B2		1998-01-01			740_FVEC_Fecal_ExPEC_Positive_B2_bcode_lane_R2_001.fastq.gz						1998	740_FVEC_Fecal_ExPEC_Positive_B2		SUB3351868				Homo sapiens	740_FVEC_Fecal_ExPEC_Positive_B2	pathogen;pathogen:bacterium	2018-09-19			SRX4206768	Escherichia coli		562	PRJNA475142						Homo sapiens		SRR7304368	SRS3413494											2018-09-19		PRJNA475142						feces
SRR7304379	Illumina Genome Analyzer IIx sequencing: WGS of Escherishia coli : Human	SAMN09405679	Escherichia coli	SRA721344					RANDOM						2018-09-19							176030384				University of Minnesota, Minneapolis, MN			162	107160546;108361518	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR730/009/SRR7304379											ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/009/SRR7304379/SRR7304379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/009/SRR7304379/SRR7304379_2.fastq.gz							USA	Pathogen.cl	Pathogen: clinical or host-associated sample from Escherichia coli	ftp.sra.ebi.ac.uk/vol1/srr/SRR730/009/SRR7304379		a95a29eb28f74efcc7dff3af5e768f26;122b2503333694d4ce70bbbd5e639d7c	SRP150422		1176344	Accessory Traits and Phylogenetic Background Predict Escherichia coli Extraintestinal Virulence Better than Does Ecological Source						1998-12-31		Pathogen: clinical or host-associated sample from Escherichia coli					Illumina Genome Analyzer IIx							Illumina Genome Analyzer IIx sequencing: WGS of Escherishia coli : Human				9606			eecba1a8bacb42bef85f1167f4101259		ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/009/SRR7304379/SRR7304379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/009/SRR7304379/SRR7304379_2.fastq.gz					224875479	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR730/009/SRR7304379		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR730/009/SRR7304379/SRR7304379_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR730/009/SRR7304379/SRR7304379_2.fastq.gz	1;131567;2;1224;1236;91347;543;561;562			162_FVEC_SAPP_Fecal_ExPEC_Positive_B2		1998-01-01			162_FVEC_SAPP_Fecal_ExPEC_Positive_B2_bcode_lane_R1_001.fastq.gz						1998	162_FVEC_SAPP_Fecal_ExPEC_Positive_B2		SUB3351868				Homo sapiens	162_FVEC_SAPP_Fecal_ExPEC_Positive_B2	pathogen;pathogen:bacterium	2018-09-19			SRX4206757	Escherichia coli		562	PRJNA475142						Homo sapiens		SRR7304379	SRS3413483											2018-09-19		PRJNA475142						feces
